0.003429227,-0.016411856,0.000833847,0.014107607,-0.007103326,0.014966744,0.00523711,0.012179,5.45E-06,0.008371782,-0.002535614,-0.008546224,0.01633773,-0.004217114,-0.00750154,0.004698947,-0.009850635,-0.000522872,-0.011917634,-0.020271313,-0.009644885
-0.006583354,0.003422771,-0.004051877,-0.00040046,0.018649086,0.00789268,0.002964993,-0.005702948,0.019821308,0.004860425,-0.007855715,-0.013820047,-0.00894027,0.017779911,0.011189341,-0.007712846,-0.01735158,-0.008419335,0.01478449,-0.027274268,-0.002618978
-0.009817481,-0.018321833,-0.017910265,-0.004673926,0.00194146,-0.015519039,7.79E-05,-0.012516342,-0.0114011,0.013429357,0.010201418,-0.022728712,0.017641531,0.024714318,0.002862374,-0.013632824,0.009361245,-0.010674986,-0.010774861,-0.041826796,-0.003253003
0.02260269,-0.005443362,-0.005599833,0.004947202,0.019413273,0.013983021,0.020046339,-0.00359909,0.00498096,-0.00434304,-0.000609046,0.006435419,0.013721023,0.027359746,0.005455174,-0.007323526,-0.017349189,0.005867084,-0.002566565,-0.022512944,-0.008626382
0.031524192,-0.022265138,-0.026061053,-0.013103265,-0.011761189,-0.015743648,0.012949368,0.003126858,-0.001051159,-0.007004498,0.024872397,-0.02016152,-0.015063339,0.015592862,-0.019644368,-0.027226417,-0.012652544,-0.02268739,0.028808603,-0.010954702,-0.009565197
0.009881603,-0.009455814,-0.002265517,0.035666209,0.01599835,0.002430184,-0.00284478,-0.004343966,0.002963351,-0.009440743,0.009560646,0.002284516,-0.011778666,0.031297015,0.007505928,-0.026026695,-0.002739111,0.010780154,-0.003428558,-0.026014648,-0.006719513
-0.015570103,-0.015548219,-0.004715637,0.003433429,0.013487201,0.030684277,0.015736245,0.015651501,0.036069627,0.005538169,-0.010729415,-0.00832478,0.002849377,0.012367382,0.017382184,-0.000896707,0.011595987,-0.011218479,0.009277817,-0.023807405,0.005018056
-0.041102831,-0.026883818,0.01208394,0.036475605,-0.025786001,-0.008637091,-0.003218453,0.029962885,-0.00445613,-0.030477194,0.021787983,0.000669025,-0.026170205,-0.026310692,-0.004974571,0.014318105,-0.004970631,-0.024923191,-0.024568303,-0.023409435,-0.017118146
0.018672123,0.000886199,-0.002180323,0.010385196,-0.006369935,0.014426652,0.035720767,0.031740496,0.013940276,0.011937305,-0.003105664,0.018156902,0.036753415,0.01552376,0.01160375,-0.008580642,-0.005650408,0.010417513,-0.006645973,-0.02377347,0.003891177
-0.017907896,-0.025767569,-0.000701765,0.008495608,0.022002884,0.038028044,0.030214557,0.023416504,0.036745344,0.016915772,-0.011443001,-0.007381018,0.009116135,0.024483049,0.031961368,-0.001064044,0.007944504,-0.011893307,0.017996283,-0.031467669,0.009894675
